sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	protein_ID
5123529	4264012	1386751	3336922	624009	304092	5537387	14442	3279380	48788	4200059	713346	1202071	133737	5487617	171472	654139	387882	11244966	82159	2679663	1755150	1192811	699616	2505965	9203469	114592	2823082	5664242	17529	8453249	8869505	6536146	10030978	389256	0	3520947	304249	87514	1788008	688137	3336480	325013	1196452	10762971	690608	3056210	1529210	397349	7318068	3303830	75811	1622925	0	9211973	422846	2912038	231647	976991	293241	24386	237695	5933921	0	protein_177
4722354	10551997	2866944	9003006	3693343	3691410	5792278	1917542	8511879	5515072	11696939	8313937	8352474	4376974	12092983	3196139	3692444	3539175	6790593	3212717	8241953	2408893	2124558	3535911	10874042	8810190	2137227	2473925	13291025	3452554	6939229	8140415	9469717	15020121	3967702	2567033	3007646	2330741	3572920	2739671	2968772	5896441	4210699	3566254	11598018	2852556	3777354	3071410	2632124	9251635	5508107	3055067	1503539	3652930	8512045	2373698	6437032	3252687	3531828	4253315	3997539	2177063	11942835	3424405	protein_178
2035007	480257	1423441	1627218	1652451	1384169	2207879	1892649	2893015	3128933	2305104	1615727	1312751	1770993	2545783	1126566	1459805	1384284	437344	2042750	3671005	1263832	1348104	1577051	1913454	2590202	1345216	705980	671122	1624964	2306268	2393599	677704	2370709	2082084	236198	1652950	2167293	1711035	1840122	2074899	3207758	1724576	1872287	1962376	1805166	1120217	1237855	1706982	2690016	3748074	1622436	820584	397090	2899458	1951600	3106728	1474187	1966618	1900107	1827271	1826149	1089782	376131	protein_179
1000699	1128124	698966	1883077	512607	401510	1869391	12555	629441	231350	669217	1205151	1460660	105047	768239	274347	519062	334310	608383	371887	798688	573039	499546	385267	1767466	594895	726370	73526	823324	131010	1908389	565869	1036123	1078906	172667	290608	133784	322967	364063	164046	23272	643160	130200	27455	1199198	18494	166884	746192	375671	434914	715376	384003	100225	455176	1904244	373901	585717	471757	24547	171893	195718	305332	1627988	470185	protein_180
400271	551086	489756	422653	416830	226075	528943	181824	333101	359967	287411	433138	406594	497513	332220	192914	844999	188650	390753	443946	176608	336375	432166	370861	288304	810881	482319	567583	588055	471100	318665	704680	683374	590970	423573	117367	412481	269249	451760	654439	277945	276078	598509	222914	296460	157247	508423	367841	469549	637857	337743	366977	189850	98560	728862	401891	285384	351538	145417	501926	257390	331955	910713	168380	protein_181
21175039	74459874	47493045	67053924	64126036	20834996	31167989	6916732	65987796	32351882	79225059	35851952	40814070	59449069	82119914	16527964	62716059	19924959	33152100	40194093	84225871	39573106	38732995	19566915	54327865	65283980	42784091	56737113	65285108	19635135	35572821	64510920	42874147	93174755	91589095	8145503	44342075	28458991	36080876	43921902	10592120	75578207	77546860	13104802	86706912	10964036	40057069	44577943	31795939	50271031	73942214	34790026	27213931	11134986	39496023	37211156	85481934	39791833	11131025	93263830	27067128	24029118	82169969	10345892	protein_182
371657	513451	401288	387366	1490699	369526	393083	1937179	2420826	2952276	2468798	590513	1400300	2068363	2417727	337866	1316164	391544	726095	627985	3975204	708823	549999	327843	638483	3096719	690816	994877	845591	1749494	521857	3378498	2094454	724242	3432946	659622	912908	2205494	750722	983217	42583	3106727	2801644	128762	600523	70049	947773	394975	2361587	2636254	3413902	563631	373590	901761	565463	2335359	3049584	59647	183186	2836887	1242235	1732697	800374	737336	protein_183
212425	0	0	0	74102	88603	359589	181893	62879	62043	75877	0	0	162436	79024	93714	48350	133378	0	239046	69793	0	0	112300	0	0	0	0	0	42097	372108	0	0	0	214920	0	0	52708	197598	0	0	61462	247891	0	0	0	0	0	40532	0	81488	177847	0	0	425822	59812	69762	0	0	184027	34168	46192	0	0	protein_184
404749	690087	551200	534186	463153	765302	510924	531400	1111393	256891	560297	532598	1731616	454341	408197	328171	684001	520241	777081	705459	1712125	926980	697352	776100	855837	624925	1155681	284121	465186	139128	700952	613933	1880253	624144	673423	180879	487300	429875	688711	409980	592456	1118075	552560	455416	743041	590567	416198	766569	411282	505055	1270939	653486	167123	942195	680852	333463	935763	530741	421906	548611	183380	372316	823390	563478	protein_185
137327	293377	29958	251871	129992	244635	163097	253782	221486	133514	135932	187227	260665	388183	165278	177942	171893	239084	219092	55645	272849	35804	45819	200798	334855	193843	29037	313999	428252	108715	224856	158313	261390	142922	361809	182071	474946	224709	90498	343517	202986	361641	328537	239403	194238	482081	51860	36968	255822	110027	306863	66761	112100	209846	233790	227121	242055	299605	206313	250658	157134	208555	489455	160602	protein_186
28320	556194	101687	446094	44520	0	50309	33511	24854	157597	309927	248010	306342	62300	302638	0	57492	0	336206	216089	30276	102160	79281	0	447149	25366	105714	368468	570558	93489	64827	29600	581213	12143	116952	0	103808	259487	179282	106386	0	24468	79597	0	13827	0	126001	102260	331234	28882	26117	260268	60686	0	58850	295125	19229	0	0	132629	119057	247543	781460	0	protein_187
70833	56449	4878	406653	0	4461	213240	0	0	0	26781	200160	259384	0	26976	4089	0	2778	42822	0	0	2954	4271	6675	220570	0	2020	11282	88073	0	220485	0	66249	0	0	7189	0	14134	0	0	1238	0	0	2560	0	3495	10367	2837	12887	0	0	0	0	7263	169753	15131	0	0	3252	0	0	12500	95012	10473	protein_188
248531	382182	190054	304520	7430	96756	486333	39469	61507	119906	135711	243347	224371	205570	161520	70850	7352	76612	216057	150175	89583	131410	142237	92251	342099	252088	154913	12115	384434	68655	606477	241337	360663	48348	306623	61129	65193	68817	160311	67329	40090	57683	236524	62034	70004	53051	5259	171364	79339	209201	100424	162598	47270	92967	491439	92470	57750	61550	54311	316724	104008	68484	504253	102372	protein_189
232486	1194369	1181920	733563	398664	293743	516813	601208	444262	1978096	1248401	467777	498538	412330	965022	176790	459947	488266	544111	1178678	507842	1150622	966773	311460	795862	903634	1295488	475771	1036864	1055872	466751	855038	962630	1269524	535976	385924	1568241	362682	1960466	1129539	300662	633099	667430	432704	733212	274042	544572	1156643	292314	739130	521214	1582771	639172	361465	547536	318601	468334	811040	464575	814194	1131127	417501	1771265	399296	protein_190
923578	1448490	154268	922715	144406	159756	2177386	75748	528964	461114	419553	544436	767538	98990	446095	221605	154339	245568	482225	389333	843195	172311	119475	262533	1060388	1232176	142988	198360	569705	242203	2496813	1128750	1129327	173314	194010	392641	121086	957319	188345	132305	323398	658697	128575	650398	152415	289444	470569	222373	937070	643913	858015	279377	80822	332614	2211128	1129958	570701	461893	479230	136822	408479	806142	1266632	603424	protein_191
548958	1049052	726622	1467869	2498483	895091	574627	861922	1630958	1930645	2770146	973460	1385640	644810	2326937	844639	2778135	777145	2304086	1380676	2041282	817914	779242	837210	1310236	2326887	873511	2264010	1655524	1955798	613635	2103468	886265	1666259	647800	751770	1254624	1105562	1265105	1304335	2167229	2270614	716821	1580803	1449115	1626250	1759252	741261	954093	1600005	2024535	1174081	795737	951410	1212081	845928	2135777	817983	2154163	734215	1553722	899147	1566100	1095827	protein_192
3769103	2217219	292100	1075833	476372	2485280	4421566	216256	4233532	140701	236932	2068383	1147861	545106	547814	3529115	308226	3115020	1335666	8211906	4347521	324226	203897	3072620	1575178	563250	249496	532136	2067538	119787	4002362	430642	4854024	3524831	679354	1554113	257739	862268	3677746	166313	2048800	3614325	887900	2457182	7664581	1716484	410729	207179	791332	383178	3463112	5699788	205464	1761522	11942958	1030570	3134371	238844	4830056	955982	383332	4427805	2484926	1656460	protein_193
3343454	5161100	7086600	5211374	5825018	7869053	6970836	5046055	5686070	8921508	4269044	6110300	3872075	5232391	4063006	6816393	4631940	8658283	3312365	4454057	10418066	8001827	6395326	10201011	4748705	4881466	8179349	3879236	5248981	6928110	5781043	5490892	4284556	5514209	9526919	4809845	3740094	2180231	3809233	4656433	5623741	4481600	4834433	7463575	4648750	3876047	7227894	6597803	3057831	3753102	4768300	5804478	2520955	7028960	6564568	2414832	3574112	6045190	7212954	6046990	7449830	5236474	7577424	5957655	protein_194
3434557	4833588	2122487	7963262	4684252	3426981	5077995	4562454	8765614	10699144	10316073	8360102	13611091	5521041	15173976	1939807	6575935	3440583	3609697	3487833	12154053	3223322	2633515	3724289	9379907	7758394	3191031	2766397	6976318	8117499	6406000	8212452	7140211	9603243	8512700	3307850	7557923	7020779	3431625	7349138	3225523	10981949	7493254	3733207	7725761	4947626	4029275	3742586	6177570	8025927	11703916	3507053	3714591	5017640	8088491	5344045	8624077	5162408	5042670	7121178	7273332	4300835	8614103	3873275	protein_195
72289	141661	0	190590	0	43523	115037	36768	50112	53901	33927	175198	172969	38592	65500	38569	0	51003	83866	0	75855	0	0	58523	174367	51960	0	138646	188724	40790	121541	105699	109952	0	54842	49990	24342	102596	0	19914	18801	34011	57935	26480	0	19893	83995	0	119635	69929	45466	0	5261	98158	59504	64629	48200	0	22335	41606	23750	65802	231302	76205	protein_196
2551369	5741945	2202497	3887802	2054455	2548237	2973205	2328755	2044444	4588429	4124276	3176106	3607639	3245463	4038987	2234926	2181006	2093121	2940192	2740058	3595177	2111278	1868430	2274596	4717258	3200399	2340436	2008390	6891890	3518277	3372336	2990108	5259587	4832260	4771583	2165539	2309991	1531639	3645599	2160727	2526276	2637520	3863881	2436596	3596608	2895420	2617311	2213624	2197123	2693769	2270693	2872863	985796	3086058	4274067	1332014	2926875	2927662	2589288	3371640	3111192	2197765	7360707	2222937	protein_197
25593	0	15567	11549	0	13340	38238	0	0	0	19661	8429	8453	0	17888	7886	0	15719	0	0	0	12696	10477	12160	7839	0	16314	0	0	0	41277	0	0	8683	0	10181	1915	0	0	2500	9733	0	0	15582	9196	11847	2675	17064	0	0	0	0	2099	10326	36704	0	0	0	12575	0	0	0	0	15298	protein_198
50485	99674	4900	108783	12406	0	92610	20269	86103	31650	11218	54093	50274	5977	6902	0	7602	0	41064	37937	86889	8685	8784	0	108102	53158	9286	69897	24583	19545	83433	58488	153123	9001	16739	19084	1248	43604	26506	3911	41911	91203	11901	9526	9042	10882	39539	8995	45115	32928	82184	35497	1256	19214	96863	72907	39317	29832	10728	14532	22473	35437	120859	19054	protein_199
